154917,Genting Singapore PLC ,ASIA,Low,"Client will send a request to post Announcement (SGX)
Quick notes:
• Upload document on secure file
• Title: check the file and copy the Announcement Title not the sub title
• Time: adjust time/date SGT (Singapore)
• Alert yes but date is formatted as Mon-DD-YYYY
",|
240724,Global Logistic Properties,ASIA,Medium,"Client will email the queue asking to post there earning release (Link below to see the sample):

URL: http://qshare.org.nasdaqomx.com/projects/home/coaSpecialNotes/Shared%20Documents/Samples/Global%20Logistic%20Properties%20(240724)/Sample%20Global%20Logistic%20Properties%20Email%20Template.pdf?Web=1 

*Note: upload in secure file if document is less than 1MB in size and if more than upload it on “Media file upload”

Full Text Alert Procedure/preparation:

- Upload document on secure file 
- CPT-> Release ->  add the title client provided 
- CPT-> Release ->  add the document PDF under “select file” 
- CPT-> Release ->  add the category base on provided client template
- CPT-> Release ->  copy the release on Dreamweaver or release publishing tool without the table/images and slides
- Check off Email alert 
Under the “Email alert” copy the content of the release, update the date format “dd month yyyy”   and check for any formatting error (sample alert test - https://sbt.corporate-ir.net/sbt/new/alerts/report_alert.asp?id=5749205  ). Once confirm that the test email alert has no formatting error draft the release for later posting or publish it if client approved.

Normal Alert:
 
- Upload document on secure file
- CPT-> Release ->  add the title client provided 
- CPT-> Release ->  add the document PDF under “select file” 
- CPT-> Release ->  add the category base on provided client template
- Check off Email alert 
- Update the date format of Email alert to “dd month yyyy”   
- Once confirm that everything is set draft the release for later posting or publish it if client approved.

No Alert

- Upload document on secure file
- CPT-> Release ->  add the title client provided 
- CPT-> Release ->  add the document PDF under “select file” 
- CPT-> Release ->  add the category base on provided client template
- Once confirm that everything is set draft the release for later posting or publish it if client approved.


Sample afterhours request : http://qshare.org.nasdaqomx.com/projects/home/coaSpecialNotes/Shared%20Documents/Samples/Global%20Logistic%20Properties%20(240724)/Afterhour%20Request%20-%20Global%20Logistic%20Properties%20Sample.docx?Web=1 

**Make sure that everything is double check with the SBT notes. 
",|
1928.HK,Sands China Ltd. ,ASIA,Medium,"Client will email a template with the details of the request

Client has 3 sites to post the release:

English (CMID: 233498)
Traditional Chinese (CMID: 251813)
Simplified Chinese (CMID: 251814)

TO DO:
- Upload release on Media file
- Copy the Title that client gave (Document title) on the appropriate language that is indicated
- Check category and categories the release base on it
- Check if email alert should be sent if yes follow this format : DD-MMM-YYYY (07-MAR-2016)  on date
- Double check everything and publish


",|
194273,Fosun International Limited ,ASIA,Medium,,|
60774,City Developments Limited ,ASIA,Medium,,|
95168,Danone ,EMEA,High,High Profile / Sensitive Clients; check SBT,|
252755,Kennedy Wilson ,EMEA,High,High Profile / Sensitive Clients; check SBT,|
240949,International Airlines Group ,EMEA,High,High Profile / Sensitive Clients; check SBT,|
205430,Rezidor Hotel Group Ab ,EMEA,High,"Post Rezidor Release 

• CPT ->  Release -> Get the id of release 
• CPT-> phoenix tool -> index 
Under index change the ID of the release and the name of the image as shown below 

<a href=""phoenix.zhtml?c=205430&amp;p=mediaRelease&amp;ID=2122933"">
<img src=""http://media.corporate-ir.net/media_files/irol/20/205430/carlson-rezidor/images-home/MainStoriesNew10_2016mmdd.jpg"" alt=""Home""/>
</a>
- Change the number highlighted in GREEN to the id number from Releases
- Change the MainStoriesNew10_2016mmdd.jpg highlighted in yellow to the name of the image you saved earlier and uploaded to Media Files. It should be the date of the release – 23 Jan 2016 would be 20160123

• Deploy -> index 
Please see SBT for additional notes.",|
253704,ProQR Therapeutics N.V. ,EMEA,High,"Note on Release Publishing:

Make sure that the <org> element is removed from the HTML version of the release to prevent the text not displaying.
",|
106680,"SunEdison, Inc ",AMERS,Low,"SunEdison would like to add an event but should not appear to upcoming event, to do this follow workflow below:

IR Home page Event and Presentation section:

• Go to irol-irhome in phoenix update “eventsUpcomingColumn01Short.1” under event and presentation 

• Under “eventsUpcomingColumn01Short.1” create a new filter same as the condition on “January Update” (EventTitle ne SunEdison December Update).

Calendar page: 
Go to irol-calendar

Upcoming section:
• Edit module “eventsUpcomingStacked01.1” -> filters -> create a new filter same as the condition on “January Update” (EventTitle ne SunEdison January Update). Make sure that it is on the top of the list with the condition “AND”.
Past event section:
• Edit module “eventsPastStacked01.2” -> filters -> create a new filter same as the condition on “January Update” (EventTitle eq SunEdison January Update). Make sure that it is on the top of the list with the condition “OR”.",|
111941,STMicroelectronics NV ,AMERS,Low,"Client will send a PDF called “Conference Call Remarks” after release crosses for their earnings it is needed to be added on news section (sample below)

01/27/16 Q415 Earnings Conference Call Remarks 

http://phx.corporate-ir.net/external.file?t=2&item=o8hHt16027g9XhJTr8+weNRYaV9bFc2rMd0Q/AXw4zti7PiCIjzVduBXrYmYqpPurtilN67+hPOZro/XezJ9JY1vo5WjiMp5Ei5cZP0cuZ/g5+MtXQwhCOa1bIr9TBiU+s6c9QpSu40rXz2p1wCQfA==&cb=635894881360672550 ",|
83941,Lockheed Martin ,AMERS,High,"Press release process

1. Go to the portal and look for the release referenced in the E-mail from Lockheed (usually from Dennis Sanchez) . 
*NOTE: even if the client specifically asks for “a URL redirect”, please still steal their release code and build it out in HTML because it’s required for the full text email alert feature. You will redirect AFTER the full text alert has been sent.
2. If the release is in the portal and pending, clean up the release then go to step 4 below.
3. If the release is not pending in the portal, you will need to copy the text from the release URL provided by Lockheed. Please note that if you manually enter the release (pulling the text or code from the WMS Admin e-mail or from Lockheed's corporate site), you will need to fix all of the apostrophes and quotation marks by adjusting them to ""straight"" versions, rather than the curly versions that will come through when copied. I usually past the text in an html editor, update all punctuation and then pasted into the portal when completed. You can always send a test alert to review the release alert. If you do not make these changes, the full-text alert will come through with boxes in place of each of these punctuation marks because of character set issues with the full-text alerts.
4. Once the release is saved, please trigger the alert. MAKE SURE RELEASE TIME AND ALERT TIME MATCH (schedule the release to a later time to do this).
5. Wait for the alert to go out. You can check if it has gone out by looking in the Sent Alert Report or by signing up for the alerts.
6. After triggering the full text alert, please go back into the release and put the URL of the specific release (which you can grab here http://www.lockheedmartin.com/news/index.html) into the overriding URL field and save the release or you can get the link from the email of Lockheed Martin.
",|
67300,"HC2 Holdings, Inc.",AMERS,High,"Edit Special Character when release crosses:

You will receive alert coming from HC2 that a release crosses or client would like to add it Manually
Do the following when release cross or Manual release adding has been made

1. Please make sure that special character is edited on the XML release section of HC2 http://hc2.com/ because this is a XML
Notes* (HTML Entities my not work if save under design view in release editor make sure not to go to design when using HTML entities; directly save your update under HTML view for the entities to work.)
2. Make sure that release hosted by HC2 (XML) is free of any format error
",|
253946,Arcadia Biosciences Inc ,AMERS,Low,If request is received from Arcadia Biosciences Inc. here is the CMID to find the company faster (253946); multiple Arcadia will display on the tool but they are only duplicates.,|
115234,Ball Corporation,,,"Adding 2.10 Announcement – Buyback RNS

TO DO:

CPT->secure file -> upload document that client provided
CPT->Release -> add document with title “2.10 Announcement – Buyback RNS” and categories as “Transaction”.
",|
186699,WEX Inc,AMERS,Low,"WEX

WEX edit press release with interactive image:

Client will reach out to change the image on the release make sure to get the framed version of the item because the image will not function interactively.

Sample: http://ir.wexinc.com/phoenix.zhtml?c=186699&p=irol-newsarticle&ID=2156213 

Make sure to updated PR site as well -> WEX Inc. (194179)
",|
